patch_label,base_logit_diff,patched_logit_diff,delta_logit_diff,effect_pct,pair_idx,pair_indicator,benign_filename,malicious_filename,flip_to_benign
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.3359375,-1.25,-4.5859375,-137.47072599531614,41,FromBase64String,1444.ps1,3988.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.3359375,0.234375,-3.1015625,-92.97423887587823,42,FromBase64String,2781.ps1,2792.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.3359375,0.234375,-3.1015625,-92.97423887587823,42,FromBase64String,2781.ps1,2792.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.3359375,0.234375,-3.1015625,-92.97423887587823,43,FromBase64String,2781.ps1,3988.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.3359375,0.234375,-3.1015625,-92.97423887587823,43,FromBase64String,2781.ps1,3988.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,5.390625,1.7578125,-3.6328125,-67.3913043478261,44,FromBase64String,2781.ps1,2139.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,5.390625,1.7578125,-3.6328125,-67.3913043478261,44,FromBase64String,2781.ps1,2139.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,1.2734375,0.0625,-1.2109375,-95.0920245398773,45,FromBase64String,1238.ps1,3780.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,1.2734375,0.0625,-1.2109375,-95.0920245398773,45,FromBase64String,1238.ps1,3780.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,1.5078125,-0.875,-2.3828125,-158.03108808290156,46,FromBase64String,1670.ps1,3537.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,1.5078125,-0.875,-2.3828125,-158.03108808290156,46,FromBase64String,1670.ps1,3537.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,1.2734375,-0.6171875,-1.890625,-148.46625766871168,47,FromBase64String,1444.ps1,3780.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,1.2734375,-0.6171875,-1.890625,-148.46625766871168,47,FromBase64String,1444.ps1,3780.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,4.625,-0.59375,-5.21875,-112.83783783783782,48,FromBase64String,1444.ps1,1298.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,4.625,-0.59375,-5.21875,-112.83783783783782,48,FromBase64String,1444.ps1,1298.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,4.625,-0.59375,-5.21875,-112.83783783783782,49,FromBase64String,1444.ps1,2546.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,4.625,-0.59375,-5.21875,-112.83783783783782,49,FromBase64String,1444.ps1,2546.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,4.625,-0.59375,-5.21875,-112.83783783783782,50,FromBase64String,1444.ps1,905.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,4.625,-0.59375,-5.21875,-112.83783783783782,50,FromBase64String,1444.ps1,905.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,5.390625,0.078125,-5.3125,-98.55072463768117,51,FromBase64String,1670.ps1,2139.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,5.390625,0.078125,-5.3125,-98.55072463768117,51,FromBase64String,1670.ps1,2139.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.3359375,-1.640625,-4.9765625,-149.18032786885246,52,FromBase64String,1670.ps1,2792.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.3359375,-1.640625,-4.9765625,-149.18032786885246,52,FromBase64String,1670.ps1,2792.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,2.9296875,0.53125,-2.3984375,-81.86666666666666,53,IEX,1637.ps1,2752.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,2.9296875,0.53125,-2.3984375,-81.86666666666666,53,IEX,1637.ps1,2752.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,2.671875,0.375,-2.296875,-85.96491228070175,54,IEX,1637.ps1,2115.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,2.671875,0.375,-2.296875,-85.96491228070175,54,IEX,1637.ps1,2115.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,2.7421875,0.5859375,-2.15625,-78.63247863247864,56,IEX,1637.ps1,784.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,2.7421875,0.5859375,-2.15625,-78.63247863247864,56,IEX,1637.ps1,784.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,2.9296875,0.203125,-2.7265625,-93.06666666666666,57,IEX,1634.ps1,2752.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,2.9296875,0.203125,-2.7265625,-93.06666666666666,57,IEX,1634.ps1,2752.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,2.671875,0.21875,-2.453125,-91.81286549707602,58,IEX,1634.ps1,2115.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,2.671875,0.21875,-2.453125,-91.81286549707602,58,IEX,1634.ps1,2115.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,2.7421875,0.25,-2.4921875,-90.88319088319088,60,IEX,1634.ps1,784.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,2.7421875,0.25,-2.4921875,-90.88319088319088,60,IEX,1634.ps1,784.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,8.359375,-1.8125,-10.171875,-121.6822429906542,81,Invoke-WebRequest,3784.ps1,3834.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,8.359375,-1.8125,-10.171875,-121.6822429906542,81,Invoke-WebRequest,3784.ps1,3834.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,8.359375,-0.8125,-9.171875,-109.71962616822431,82,Invoke-WebRequest,4058.ps1,3834.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,8.359375,-0.8125,-9.171875,-109.71962616822431,82,Invoke-WebRequest,4058.ps1,3834.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,8.359375,-0.140625,-8.5,-101.6822429906542,83,Invoke-WebRequest,3104.ps1,3834.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,8.359375,-0.140625,-8.5,-101.6822429906542,83,Invoke-WebRequest,3104.ps1,3834.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,8.359375,0.1875,-8.171875,-97.75700934579439,84,Invoke-WebRequest,896.ps1,3834.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,8.359375,0.1875,-8.171875,-97.75700934579439,84,Invoke-WebRequest,896.ps1,3834.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.234375,-1.5546875,-4.7890625,-148.06763285024152,86,Invoke-WebRequest,3784.ps1,1362.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.234375,-1.5546875,-4.7890625,-148.06763285024152,86,Invoke-WebRequest,3784.ps1,1362.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.234375,-1.078125,-4.3125,-133.33333333333331,87,Invoke-WebRequest,4058.ps1,1362.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.234375,-1.078125,-4.3125,-133.33333333333331,87,Invoke-WebRequest,4058.ps1,1362.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.234375,-0.359375,-3.59375,-111.11111111111111,88,Invoke-WebRequest,3104.ps1,1362.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.234375,-0.359375,-3.59375,-111.11111111111111,88,Invoke-WebRequest,3104.ps1,1362.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.234375,-0.40625,-3.640625,-112.56038647342994,89,Invoke-WebRequest,896.ps1,1362.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.234375,-0.40625,-3.640625,-112.56038647342994,89,Invoke-WebRequest,896.ps1,1362.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,8.359375,0.515625,-7.84375,-93.83177570093459,91,Invoke-WebRequest,773.ps1,3834.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,8.359375,0.515625,-7.84375,-93.83177570093459,91,Invoke-WebRequest,773.ps1,3834.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,8.359375,-0.171875,-8.53125,-102.05607476635514,92,Invoke-WebRequest,2820.ps1,3834.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,8.359375,-0.171875,-8.53125,-102.05607476635514,92,Invoke-WebRequest,2820.ps1,3834.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.234375,0.828125,-2.40625,-74.39613526570048,93,Invoke-WebRequest,773.ps1,1362.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.234375,0.828125,-2.40625,-74.39613526570048,93,Invoke-WebRequest,773.ps1,1362.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.234375,0.046875,-3.1875,-98.55072463768117,94,Invoke-WebRequest,2820.ps1,1362.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.234375,0.046875,-3.1875,-98.55072463768117,94,Invoke-WebRequest,2820.ps1,1362.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,8.359375,0.5625,-7.796875,-93.27102803738318,95,Invoke-WebRequest,2969.ps1,3834.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,8.359375,0.5625,-7.796875,-93.27102803738318,95,Invoke-WebRequest,2969.ps1,3834.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,8.359375,0.0625,-8.296875,-99.25233644859813,96,Invoke-WebRequest,712.ps1,3834.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,8.359375,0.0625,-8.296875,-99.25233644859813,96,Invoke-WebRequest,712.ps1,3834.ps1,False
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,8.359375,-0.21875,-8.578125,-102.61682242990655,97,Invoke-WebRequest,2165.ps1,3834.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,8.359375,-0.21875,-8.578125,-102.61682242990655,97,Invoke-WebRequest,2165.ps1,3834.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.234375,-0.109375,-3.34375,-103.38164251207729,98,Invoke-WebRequest,2969.ps1,1362.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.234375,-0.109375,-3.34375,-103.38164251207729,98,Invoke-WebRequest,2969.ps1,1362.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.234375,-0.3125,-3.546875,-109.66183574879227,99,Invoke-WebRequest,712.ps1,1362.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.234375,-0.3125,-3.546875,-109.66183574879227,99,Invoke-WebRequest,712.ps1,1362.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.234375,-0.375,-3.609375,-111.59420289855073,100,Invoke-WebRequest,2165.ps1,1362.ps1,True
h0.11+h12.28+h12.5+h12.4+h12.13+h12.22+h12.15+h12.2,3.234375,-0.375,-3.609375,-111.59420289855073,100,Invoke-WebRequest,2165.ps1,1362.ps1,True
