layer,component,base_logit_diff,ablated_logit_diff,delta_logit_diff,effect_pct,pair_idx,pair_indicator,benign_filename,malicious_filename,flip_to_benign
19,mlp,3.3359375,3.3828125,0.046875,1.405152224824356,8,FromBase64String,4207.ps1,3988.ps1,False
29,attn,3.3359375,3.453125,0.1171875,3.51288056206089,8,FromBase64String,4207.ps1,3988.ps1,False
3,attn,3.3359375,3.453125,0.1171875,3.51288056206089,8,FromBase64String,4207.ps1,3988.ps1,False
20,mlp,3.3359375,3.6015625,0.265625,7.962529274004685,8,FromBase64String,4207.ps1,3988.ps1,False
4,mlp,3.3359375,3.6015625,0.265625,7.962529274004685,8,FromBase64String,4207.ps1,3988.ps1,False
16,attn,3.3359375,3.609375,0.2734375,8.19672131147541,8,FromBase64String,4207.ps1,3988.ps1,False
19,attn,3.3359375,3.6328125,0.296875,8.899297423887589,8,FromBase64String,4207.ps1,3988.ps1,False
28,attn,3.3359375,3.6640625,0.328125,9.836065573770492,8,FromBase64String,4207.ps1,3988.ps1,False
25,mlp,3.3359375,3.6953125,0.359375,10.772833723653395,8,FromBase64String,4207.ps1,3988.ps1,False
10,attn,3.3359375,3.7265625,0.390625,11.7096018735363,8,FromBase64String,4207.ps1,3988.ps1,False
18,attn,3.3359375,3.9453125,0.609375,18.26697892271663,8,FromBase64String,4207.ps1,3988.ps1,False
20,attn,3.3359375,4.0,0.6640625,19.906323185011708,8,FromBase64String,4207.ps1,3988.ps1,False
26,attn,3.3359375,4.03125,0.6953125,20.843091334894616,8,FromBase64String,4207.ps1,3988.ps1,False
22,attn,3.3359375,4.1015625,0.765625,22.950819672131146,8,FromBase64String,4207.ps1,3988.ps1,False
28,mlp,3.3359375,4.125,0.7890625,23.653395784543328,8,FromBase64String,4207.ps1,3988.ps1,False
5,attn,3.3359375,4.1796875,0.84375,25.292740046838407,8,FromBase64String,4207.ps1,3988.ps1,False
4,attn,3.3359375,4.2734375,0.9375,28.10304449648712,8,FromBase64String,4207.ps1,3988.ps1,False
31,mlp,3.3359375,4.4765625,1.140625,34.19203747072599,8,FromBase64String,4207.ps1,3988.ps1,False
27,mlp,3.3359375,4.484375,1.1484375,34.42622950819672,8,FromBase64String,4207.ps1,3988.ps1,False
18,mlp,3.3359375,5.0625,1.7265625,51.75644028103045,8,FromBase64String,4207.ps1,3988.ps1,False
25,attn,3.3359375,5.203125,1.8671875,55.97189695550351,8,FromBase64String,4207.ps1,3988.ps1,False
2,attn,3.3359375,5.640625,2.3046875,69.08665105386417,8,FromBase64String,4207.ps1,3988.ps1,False
6,attn,3.3359375,5.671875,2.3359375,70.02341920374707,8,FromBase64String,4207.ps1,3988.ps1,False
1,attn,3.3359375,5.96875,2.6328125,78.92271662763466,8,FromBase64String,4207.ps1,3988.ps1,False
0,attn,2.7421875,-0.2421875,-2.984375,-108.83190883190883,9,IEX,1637.ps1,784.ps1,True
8,mlp,2.7421875,0.15625,-2.5859375,-94.30199430199431,9,IEX,1637.ps1,784.ps1,False
5,mlp,2.7421875,0.71875,-2.0234375,-73.78917378917379,9,IEX,1637.ps1,784.ps1,False
9,mlp,2.7421875,0.8359375,-1.90625,-69.51566951566952,9,IEX,1637.ps1,784.ps1,False
6,mlp,2.7421875,0.9296875,-1.8125,-66.0968660968661,9,IEX,1637.ps1,784.ps1,False
11,attn,2.7421875,0.984375,-1.7578125,-64.1025641025641,9,IEX,1637.ps1,784.ps1,False
7,mlp,2.7421875,1.0859375,-1.65625,-60.3988603988604,9,IEX,1637.ps1,784.ps1,False
9,attn,2.7421875,1.3359375,-1.40625,-51.28205128205128,9,IEX,1637.ps1,784.ps1,False
8,attn,2.7421875,1.375,-1.3671875,-49.85754985754986,9,IEX,1637.ps1,784.ps1,False
0,mlp,2.7421875,1.3955078125,-1.3466796875,-49.10968660968661,9,IEX,1637.ps1,784.ps1,False
24,attn,2.7421875,1.40625,-1.3359375,-48.717948717948715,9,IEX,1637.ps1,784.ps1,False
2,mlp,2.7421875,1.4609375,-1.28125,-46.72364672364672,9,IEX,1637.ps1,784.ps1,False
1,attn,2.7421875,1.515625,-1.2265625,-44.729344729344724,9,IEX,1637.ps1,784.ps1,False
13,attn,2.7421875,1.828125,-0.9140625,-33.33333333333333,9,IEX,1637.ps1,784.ps1,False
24,mlp,2.7421875,1.828125,-0.9140625,-33.33333333333333,9,IEX,1637.ps1,784.ps1,False
15,attn,2.7421875,1.859375,-0.8828125,-32.193732193732195,9,IEX,1637.ps1,784.ps1,False
7,attn,2.7421875,1.90625,-0.8359375,-30.484330484330485,9,IEX,1637.ps1,784.ps1,False
16,mlp,2.7421875,1.953125,-0.7890625,-28.774928774928775,9,IEX,1637.ps1,784.ps1,False
30,mlp,2.7421875,2.1484375,-0.59375,-21.65242165242165,9,IEX,1637.ps1,784.ps1,False
31,attn,2.7421875,2.1796875,-0.5625,-20.51282051282051,9,IEX,1637.ps1,784.ps1,False
4,mlp,2.7421875,2.234375,-0.5078125,-18.51851851851852,9,IEX,1637.ps1,784.ps1,False
29,mlp,2.7421875,2.2578125,-0.484375,-17.663817663817664,9,IEX,1637.ps1,784.ps1,False
21,mlp,2.7421875,2.265625,-0.4765625,-17.37891737891738,9,IEX,1637.ps1,784.ps1,False
27,attn,2.7421875,2.265625,-0.4765625,-17.37891737891738,9,IEX,1637.ps1,784.ps1,False
14,attn,2.7421875,2.28125,-0.4609375,-16.80911680911681,9,IEX,1637.ps1,784.ps1,False
12,mlp,2.7421875,2.2890625,-0.453125,-16.524216524216524,9,IEX,1637.ps1,784.ps1,False
10,attn,2.7421875,2.390625,-0.3515625,-12.82051282051282,9,IEX,1637.ps1,784.ps1,False
17,attn,2.7421875,2.3984375,-0.34375,-12.535612535612536,9,IEX,1637.ps1,784.ps1,False
5,attn,2.7421875,2.4140625,-0.328125,-11.965811965811966,9,IEX,1637.ps1,784.ps1,False
3,mlp,2.7421875,2.515625,-0.2265625,-8.262108262108262,9,IEX,1637.ps1,784.ps1,False
19,mlp,2.7421875,2.5546875,-0.1875,-6.837606837606838,9,IEX,1637.ps1,784.ps1,False
6,attn,2.7421875,2.5703125,-0.171875,-6.267806267806268,9,IEX,1637.ps1,784.ps1,False
21,attn,2.7421875,2.609375,-0.1328125,-4.843304843304843,9,IEX,1637.ps1,784.ps1,False
26,mlp,2.7421875,2.625,-0.1171875,-4.273504273504273,9,IEX,1637.ps1,784.ps1,False
12,attn,2.7421875,2.65625,-0.0859375,-3.133903133903134,9,IEX,1637.ps1,784.ps1,False
14,mlp,2.7421875,2.6875,-0.0546875,-1.9943019943019942,9,IEX,1637.ps1,784.ps1,False
30,attn,2.7421875,2.6953125,-0.046875,-1.7094017094017095,9,IEX,1637.ps1,784.ps1,False
23,mlp,2.7421875,2.734375,-0.0078125,-0.2849002849002849,9,IEX,1637.ps1,784.ps1,False
19,attn,2.7421875,2.734375,-0.0078125,-0.2849002849002849,9,IEX,1637.ps1,784.ps1,False
17,mlp,2.7421875,2.7421875,0.0,0.0,9,IEX,1637.ps1,784.ps1,False
22,mlp,2.7421875,2.7734375,0.03125,1.1396011396011396,9,IEX,1637.ps1,784.ps1,False
23,attn,2.7421875,2.7734375,0.03125,1.1396011396011396,9,IEX,1637.ps1,784.ps1,False
15,mlp,2.7421875,2.78125,0.0390625,1.4245014245014245,9,IEX,1637.ps1,784.ps1,False
29,attn,2.7421875,2.875,0.1328125,4.843304843304843,9,IEX,1637.ps1,784.ps1,False
1,mlp,2.7421875,2.92578125,0.18359375,6.695156695156696,9,IEX,1637.ps1,784.ps1,False
18,attn,2.7421875,3.0,0.2578125,9.401709401709402,9,IEX,1637.ps1,784.ps1,False
28,attn,2.7421875,3.046875,0.3046875,11.11111111111111,9,IEX,1637.ps1,784.ps1,False
25,mlp,2.7421875,3.1953125,0.453125,16.524216524216524,9,IEX,1637.ps1,784.ps1,False
20,attn,2.7421875,3.2265625,0.484375,17.663817663817664,9,IEX,1637.ps1,784.ps1,False
22,attn,2.7421875,3.2734375,0.53125,19.37321937321937,9,IEX,1637.ps1,784.ps1,False
16,attn,2.7421875,3.3046875,0.5625,20.51282051282051,9,IEX,1637.ps1,784.ps1,False
20,mlp,2.7421875,3.4296875,0.6875,25.071225071225072,9,IEX,1637.ps1,784.ps1,False
28,mlp,2.7421875,3.4609375,0.71875,26.21082621082621,9,IEX,1637.ps1,784.ps1,False
26,attn,2.7421875,3.4609375,0.71875,26.21082621082621,9,IEX,1637.ps1,784.ps1,False
18,mlp,2.7421875,3.4921875,0.75,27.350427350427353,9,IEX,1637.ps1,784.ps1,False
27,mlp,2.7421875,3.5078125,0.765625,27.92022792022792,9,IEX,1637.ps1,784.ps1,False
13,mlp,2.7421875,3.890625,1.1484375,41.88034188034188,9,IEX,1637.ps1,784.ps1,False
11,mlp,2.7421875,3.9609375,1.21875,44.44444444444444,9,IEX,1637.ps1,784.ps1,False
4,attn,2.7421875,4.0625,1.3203125,48.148148148148145,9,IEX,1637.ps1,784.ps1,False
31,mlp,2.7421875,4.1171875,1.375,50.142450142450144,9,IEX,1637.ps1,784.ps1,False
10,mlp,2.7421875,4.2421875,1.5,54.700854700854705,9,IEX,1637.ps1,784.ps1,False
25,attn,2.7421875,4.3046875,1.5625,56.98005698005698,9,IEX,1637.ps1,784.ps1,False
3,attn,2.7421875,6.3515625,3.609375,131.6239316239316,9,IEX,1637.ps1,784.ps1,False
2,attn,2.7421875,6.53125,3.7890625,138.17663817663816,9,IEX,1637.ps1,784.ps1,False
8,mlp,8.1484375,0.140625,-8.0078125,-98.27420901246404,10,Invoke-Expression,329.ps1,3335.ps1,False
0,attn,8.1484375,0.5390625,-7.609375,-93.38446788111217,10,Invoke-Expression,329.ps1,3335.ps1,False
7,mlp,8.1484375,0.8671875,-7.28125,-89.35762224352828,10,Invoke-Expression,329.ps1,3335.ps1,False
2,mlp,8.1484375,1.4140625,-6.734375,-82.64621284755513,10,Invoke-Expression,329.ps1,3335.ps1,False
0,mlp,8.1484375,1.560546875,-6.587890625,-80.84851390220518,10,Invoke-Expression,329.ps1,3335.ps1,False
6,mlp,8.1484375,1.859375,-6.2890625,-77.18120805369128,10,Invoke-Expression,329.ps1,3335.ps1,False
6,attn,8.1484375,1.8828125,-6.265625,-76.89357622243527,10,Invoke-Expression,329.ps1,3335.ps1,False
9,mlp,8.1484375,1.90625,-6.2421875,-76.60594439117929,10,Invoke-Expression,329.ps1,3335.ps1,False
7,attn,8.1484375,2.25,-5.8984375,-72.38734419942475,10,Invoke-Expression,329.ps1,3335.ps1,False
11,attn,8.1484375,2.28125,-5.8671875,-72.00383509108342,10,Invoke-Expression,329.ps1,3335.ps1,False
9,attn,8.1484375,2.4140625,-5.734375,-70.3739213806328,10,Invoke-Expression,329.ps1,3335.ps1,False
3,mlp,8.1484375,3.0078125,-5.140625,-63.08724832214765,10,Invoke-Expression,329.ps1,3335.ps1,False
1,mlp,8.1484375,3.06640625,-5.08203125,-62.36816874400767,10,Invoke-Expression,329.ps1,3335.ps1,False
12,mlp,8.1484375,3.1328125,-5.015625,-61.55321188878236,10,Invoke-Expression,329.ps1,3335.ps1,False
5,mlp,8.1484375,3.2734375,-4.875,-59.827420901246406,10,Invoke-Expression,329.ps1,3335.ps1,False
13,attn,8.1484375,3.515625,-4.6328125,-56.85522531160115,10,Invoke-Expression,329.ps1,3335.ps1,False
16,mlp,8.1484375,3.703125,-4.4453125,-54.554170661553215,10,Invoke-Expression,329.ps1,3335.ps1,False
12,attn,8.1484375,3.859375,-4.2890625,-52.63662511984659,10,Invoke-Expression,329.ps1,3335.ps1,False
4,mlp,8.1484375,3.9609375,-4.1875,-51.3902205177373,10,Invoke-Expression,329.ps1,3335.ps1,False
14,attn,8.1484375,4.046875,-4.1015625,-50.33557046979866,10,Invoke-Expression,329.ps1,3335.ps1,False
15,attn,8.1484375,4.546875,-3.6015625,-44.19942473633749,10,Invoke-Expression,329.ps1,3335.ps1,False
17,attn,8.1484375,4.59375,-3.5546875,-43.624161073825505,10,Invoke-Expression,329.ps1,3335.ps1,False
11,mlp,8.1484375,4.6875,-3.4609375,-42.47363374880153,10,Invoke-Expression,329.ps1,3335.ps1,False
8,attn,8.1484375,4.984375,-3.1640625,-38.830297219558965,10,Invoke-Expression,329.ps1,3335.ps1,False
3,attn,8.1484375,5.1015625,-3.046875,-37.392138063279,10,Invoke-Expression,329.ps1,3335.ps1,False
10,attn,8.1484375,5.1328125,-3.015625,-37.00862895493768,10,Invoke-Expression,329.ps1,3335.ps1,False
10,mlp,8.1484375,5.3359375,-2.8125,-34.51581975071908,10,Invoke-Expression,329.ps1,3335.ps1,False
4,attn,8.1484375,5.3984375,-2.75,-33.74880153403643,10,Invoke-Expression,329.ps1,3335.ps1,False
13,mlp,8.1484375,5.6953125,-2.453125,-30.105465004793864,10,Invoke-Expression,329.ps1,3335.ps1,False
24,mlp,8.1484375,5.765625,-2.3828125,-29.242569511025884,10,Invoke-Expression,329.ps1,3335.ps1,False
24,attn,8.1484375,5.8671875,-2.28125,-27.996164908916587,10,Invoke-Expression,329.ps1,3335.ps1,False
2,attn,8.1484375,5.921875,-2.2265625,-27.325023969319272,10,Invoke-Expression,329.ps1,3335.ps1,False
31,attn,8.1484375,5.921875,-2.2265625,-27.325023969319272,10,Invoke-Expression,329.ps1,3335.ps1,False
15,mlp,8.1484375,5.9765625,-2.171875,-26.65388302972196,10,Invoke-Expression,329.ps1,3335.ps1,False
29,mlp,8.1484375,6.5078125,-1.640625,-20.13422818791946,10,Invoke-Expression,329.ps1,3335.ps1,False
16,attn,8.1484375,6.546875,-1.6015625,-19.654841802492808,10,Invoke-Expression,329.ps1,3335.ps1,False
1,attn,8.1484375,6.9140625,-1.234375,-15.148609779482264,10,Invoke-Expression,329.ps1,3335.ps1,False
19,mlp,8.1484375,6.9140625,-1.234375,-15.148609779482264,10,Invoke-Expression,329.ps1,3335.ps1,False
27,attn,8.1484375,7.09375,-1.0546875,-12.943432406519657,10,Invoke-Expression,329.ps1,3335.ps1,False
30,mlp,8.1484375,7.5546875,-0.59375,-7.28667305848514,10,Invoke-Expression,329.ps1,3335.ps1,False
21,attn,8.1484375,7.6640625,-0.484375,-5.944391179290508,10,Invoke-Expression,329.ps1,3335.ps1,False
14,mlp,8.1484375,7.7109375,-0.4375,-5.369127516778524,10,Invoke-Expression,329.ps1,3335.ps1,False
21,mlp,8.1484375,7.78125,-0.3671875,-4.506232023010546,10,Invoke-Expression,329.ps1,3335.ps1,False
30,attn,8.1484375,7.84375,-0.3046875,-3.7392138063279003,10,Invoke-Expression,329.ps1,3335.ps1,False
20,mlp,8.1484375,8.015625,-0.1328125,-1.6299137104506232,10,Invoke-Expression,329.ps1,3335.ps1,False
23,attn,8.1484375,8.1640625,0.015625,0.19175455417066153,10,Invoke-Expression,329.ps1,3335.ps1,False
26,mlp,8.1484375,8.234375,0.0859375,1.0546500479386385,10,Invoke-Expression,329.ps1,3335.ps1,False
23,mlp,8.1484375,8.2734375,0.125,1.5340364333652923,10,Invoke-Expression,329.ps1,3335.ps1,False
17,mlp,8.1484375,8.2890625,0.140625,1.725790987535954,10,Invoke-Expression,329.ps1,3335.ps1,False
18,attn,8.1484375,8.3515625,0.203125,2.4928092042186005,10,Invoke-Expression,329.ps1,3335.ps1,False
29,attn,8.1484375,8.5,0.3515625,4.314477468839885,10,Invoke-Expression,329.ps1,3335.ps1,False
22,mlp,8.1484375,8.6640625,0.515625,6.327900287631831,10,Invoke-Expression,329.ps1,3335.ps1,False
28,attn,8.1484375,8.703125,0.5546875,6.807286673058485,10,Invoke-Expression,329.ps1,3335.ps1,False
28,mlp,8.1484375,8.734375,0.5859375,7.1907957813998085,10,Invoke-Expression,329.ps1,3335.ps1,False
25,mlp,8.1484375,8.734375,0.5859375,7.1907957813998085,10,Invoke-Expression,329.ps1,3335.ps1,False
22,attn,8.1484375,8.8125,0.6640625,8.149568552253115,10,Invoke-Expression,329.ps1,3335.ps1,False
26,attn,8.1484375,8.8671875,0.71875,8.820709491850431,10,Invoke-Expression,329.ps1,3335.ps1,False
27,mlp,8.1484375,9.015625,0.8671875,10.642377756471715,10,Invoke-Expression,329.ps1,3335.ps1,False
5,attn,8.1484375,9.265625,1.1171875,13.7104506232023,10,Invoke-Expression,329.ps1,3335.ps1,False
19,attn,8.1484375,9.859375,1.7109375,20.99712368168744,10,Invoke-Expression,329.ps1,3335.ps1,False
31,mlp,8.1484375,10.1875,2.0390625,25.023969319271334,10,Invoke-Expression,329.ps1,3335.ps1,False
20,attn,8.1484375,10.265625,2.1171875,25.98274209012464,10,Invoke-Expression,329.ps1,3335.ps1,False
25,attn,8.1484375,10.2734375,2.125,26.07861936720997,10,Invoke-Expression,329.ps1,3335.ps1,False
18,mlp,8.1484375,11.53125,3.3828125,41.514860977948224,10,Invoke-Expression,329.ps1,3335.ps1,False
8,mlp,8.1484375,0.140625,-8.0078125,-98.27420901246404,11,Invoke-Expression,485.ps1,3387.ps1,False
0,attn,8.1484375,0.5390625,-7.609375,-93.38446788111217,11,Invoke-Expression,485.ps1,3387.ps1,False
7,mlp,8.1484375,0.8671875,-7.28125,-89.35762224352828,11,Invoke-Expression,485.ps1,3387.ps1,False
2,mlp,8.1484375,1.4140625,-6.734375,-82.64621284755513,11,Invoke-Expression,485.ps1,3387.ps1,False
0,mlp,8.1484375,1.560546875,-6.587890625,-80.84851390220518,11,Invoke-Expression,485.ps1,3387.ps1,False
6,mlp,8.1484375,1.859375,-6.2890625,-77.18120805369128,11,Invoke-Expression,485.ps1,3387.ps1,False
6,attn,8.1484375,1.8828125,-6.265625,-76.89357622243527,11,Invoke-Expression,485.ps1,3387.ps1,False
9,mlp,8.1484375,1.90625,-6.2421875,-76.60594439117929,11,Invoke-Expression,485.ps1,3387.ps1,False
7,attn,8.1484375,2.25,-5.8984375,-72.38734419942475,11,Invoke-Expression,485.ps1,3387.ps1,False
11,attn,8.1484375,2.28125,-5.8671875,-72.00383509108342,11,Invoke-Expression,485.ps1,3387.ps1,False
9,attn,8.1484375,2.4140625,-5.734375,-70.3739213806328,11,Invoke-Expression,485.ps1,3387.ps1,False
3,mlp,8.1484375,3.0078125,-5.140625,-63.08724832214765,11,Invoke-Expression,485.ps1,3387.ps1,False
1,mlp,8.1484375,3.06640625,-5.08203125,-62.36816874400767,11,Invoke-Expression,485.ps1,3387.ps1,False
12,mlp,8.1484375,3.1328125,-5.015625,-61.55321188878236,11,Invoke-Expression,485.ps1,3387.ps1,False
5,mlp,8.1484375,3.2734375,-4.875,-59.827420901246406,11,Invoke-Expression,485.ps1,3387.ps1,False
13,attn,8.1484375,3.515625,-4.6328125,-56.85522531160115,11,Invoke-Expression,485.ps1,3387.ps1,False
16,mlp,8.1484375,3.703125,-4.4453125,-54.554170661553215,11,Invoke-Expression,485.ps1,3387.ps1,False
12,attn,8.1484375,3.859375,-4.2890625,-52.63662511984659,11,Invoke-Expression,485.ps1,3387.ps1,False
4,mlp,8.1484375,3.9609375,-4.1875,-51.3902205177373,11,Invoke-Expression,485.ps1,3387.ps1,False
14,attn,8.1484375,4.046875,-4.1015625,-50.33557046979866,11,Invoke-Expression,485.ps1,3387.ps1,False
15,attn,8.1484375,4.546875,-3.6015625,-44.19942473633749,11,Invoke-Expression,485.ps1,3387.ps1,False
17,attn,8.1484375,4.59375,-3.5546875,-43.624161073825505,11,Invoke-Expression,485.ps1,3387.ps1,False
11,mlp,8.1484375,4.6875,-3.4609375,-42.47363374880153,11,Invoke-Expression,485.ps1,3387.ps1,False
8,attn,8.1484375,4.984375,-3.1640625,-38.830297219558965,11,Invoke-Expression,485.ps1,3387.ps1,False
3,attn,8.1484375,5.1015625,-3.046875,-37.392138063279,11,Invoke-Expression,485.ps1,3387.ps1,False
10,attn,8.1484375,5.1328125,-3.015625,-37.00862895493768,11,Invoke-Expression,485.ps1,3387.ps1,False
10,mlp,8.1484375,5.3359375,-2.8125,-34.51581975071908,11,Invoke-Expression,485.ps1,3387.ps1,False
4,attn,8.1484375,5.3984375,-2.75,-33.74880153403643,11,Invoke-Expression,485.ps1,3387.ps1,False
13,mlp,8.1484375,5.6953125,-2.453125,-30.105465004793864,11,Invoke-Expression,485.ps1,3387.ps1,False
24,mlp,8.1484375,5.765625,-2.3828125,-29.242569511025884,11,Invoke-Expression,485.ps1,3387.ps1,False
24,attn,8.1484375,5.8671875,-2.28125,-27.996164908916587,11,Invoke-Expression,485.ps1,3387.ps1,False
2,attn,8.1484375,5.921875,-2.2265625,-27.325023969319272,11,Invoke-Expression,485.ps1,3387.ps1,False
31,attn,8.1484375,5.921875,-2.2265625,-27.325023969319272,11,Invoke-Expression,485.ps1,3387.ps1,False
15,mlp,8.1484375,5.9765625,-2.171875,-26.65388302972196,11,Invoke-Expression,485.ps1,3387.ps1,False
29,mlp,8.1484375,6.5078125,-1.640625,-20.13422818791946,11,Invoke-Expression,485.ps1,3387.ps1,False
16,attn,8.1484375,6.546875,-1.6015625,-19.654841802492808,11,Invoke-Expression,485.ps1,3387.ps1,False
1,attn,8.1484375,6.9140625,-1.234375,-15.148609779482264,11,Invoke-Expression,485.ps1,3387.ps1,False
19,mlp,8.1484375,6.9140625,-1.234375,-15.148609779482264,11,Invoke-Expression,485.ps1,3387.ps1,False
27,attn,8.1484375,7.09375,-1.0546875,-12.943432406519657,11,Invoke-Expression,485.ps1,3387.ps1,False
30,mlp,8.1484375,7.5546875,-0.59375,-7.28667305848514,11,Invoke-Expression,485.ps1,3387.ps1,False
21,attn,8.1484375,7.6640625,-0.484375,-5.944391179290508,11,Invoke-Expression,485.ps1,3387.ps1,False
14,mlp,8.1484375,7.7109375,-0.4375,-5.369127516778524,11,Invoke-Expression,485.ps1,3387.ps1,False
21,mlp,8.1484375,7.78125,-0.3671875,-4.506232023010546,11,Invoke-Expression,485.ps1,3387.ps1,False
30,attn,8.1484375,7.84375,-0.3046875,-3.7392138063279003,11,Invoke-Expression,485.ps1,3387.ps1,False
20,mlp,8.1484375,8.015625,-0.1328125,-1.6299137104506232,11,Invoke-Expression,485.ps1,3387.ps1,False
23,attn,8.1484375,8.1640625,0.015625,0.19175455417066153,11,Invoke-Expression,485.ps1,3387.ps1,False
26,mlp,8.1484375,8.234375,0.0859375,1.0546500479386385,11,Invoke-Expression,485.ps1,3387.ps1,False
23,mlp,8.1484375,8.2734375,0.125,1.5340364333652923,11,Invoke-Expression,485.ps1,3387.ps1,False
17,mlp,8.1484375,8.2890625,0.140625,1.725790987535954,11,Invoke-Expression,485.ps1,3387.ps1,False
18,attn,8.1484375,8.3515625,0.203125,2.4928092042186005,11,Invoke-Expression,485.ps1,3387.ps1,False
29,attn,8.1484375,8.5,0.3515625,4.314477468839885,11,Invoke-Expression,485.ps1,3387.ps1,False
22,mlp,8.1484375,8.6640625,0.515625,6.327900287631831,11,Invoke-Expression,485.ps1,3387.ps1,False
28,attn,8.1484375,8.703125,0.5546875,6.807286673058485,11,Invoke-Expression,485.ps1,3387.ps1,False
28,mlp,8.1484375,8.734375,0.5859375,7.1907957813998085,11,Invoke-Expression,485.ps1,3387.ps1,False
25,mlp,8.1484375,8.734375,0.5859375,7.1907957813998085,11,Invoke-Expression,485.ps1,3387.ps1,False
22,attn,8.1484375,8.8125,0.6640625,8.149568552253115,11,Invoke-Expression,485.ps1,3387.ps1,False
26,attn,8.1484375,8.8671875,0.71875,8.820709491850431,11,Invoke-Expression,485.ps1,3387.ps1,False
27,mlp,8.1484375,9.015625,0.8671875,10.642377756471715,11,Invoke-Expression,485.ps1,3387.ps1,False
5,attn,8.1484375,9.265625,1.1171875,13.7104506232023,11,Invoke-Expression,485.ps1,3387.ps1,False
19,attn,8.1484375,9.859375,1.7109375,20.99712368168744,11,Invoke-Expression,485.ps1,3387.ps1,False
31,mlp,8.1484375,10.1875,2.0390625,25.023969319271334,11,Invoke-Expression,485.ps1,3387.ps1,False
20,attn,8.1484375,10.265625,2.1171875,25.98274209012464,11,Invoke-Expression,485.ps1,3387.ps1,False
25,attn,8.1484375,10.2734375,2.125,26.07861936720997,11,Invoke-Expression,485.ps1,3387.ps1,False
18,mlp,8.1484375,11.53125,3.3828125,41.514860977948224,11,Invoke-Expression,485.ps1,3387.ps1,False
8,mlp,8.1484375,0.140625,-8.0078125,-98.27420901246404,12,Invoke-Expression,489.ps1,3955.ps1,False
0,attn,8.1484375,0.5390625,-7.609375,-93.38446788111217,12,Invoke-Expression,489.ps1,3955.ps1,False
7,mlp,8.1484375,0.8671875,-7.28125,-89.35762224352828,12,Invoke-Expression,489.ps1,3955.ps1,False
2,mlp,8.1484375,1.4140625,-6.734375,-82.64621284755513,12,Invoke-Expression,489.ps1,3955.ps1,False
0,mlp,8.1484375,1.560546875,-6.587890625,-80.84851390220518,12,Invoke-Expression,489.ps1,3955.ps1,False
6,mlp,8.1484375,1.859375,-6.2890625,-77.18120805369128,12,Invoke-Expression,489.ps1,3955.ps1,False
6,attn,8.1484375,1.8828125,-6.265625,-76.89357622243527,12,Invoke-Expression,489.ps1,3955.ps1,False
9,mlp,8.1484375,1.90625,-6.2421875,-76.60594439117929,12,Invoke-Expression,489.ps1,3955.ps1,False
7,attn,8.1484375,2.25,-5.8984375,-72.38734419942475,12,Invoke-Expression,489.ps1,3955.ps1,False
11,attn,8.1484375,2.28125,-5.8671875,-72.00383509108342,12,Invoke-Expression,489.ps1,3955.ps1,False
9,attn,8.1484375,2.4140625,-5.734375,-70.3739213806328,12,Invoke-Expression,489.ps1,3955.ps1,False
3,mlp,8.1484375,3.0078125,-5.140625,-63.08724832214765,12,Invoke-Expression,489.ps1,3955.ps1,False
1,mlp,8.1484375,3.06640625,-5.08203125,-62.36816874400767,12,Invoke-Expression,489.ps1,3955.ps1,False
12,mlp,8.1484375,3.1328125,-5.015625,-61.55321188878236,12,Invoke-Expression,489.ps1,3955.ps1,False
5,mlp,8.1484375,3.2734375,-4.875,-59.827420901246406,12,Invoke-Expression,489.ps1,3955.ps1,False
13,attn,8.1484375,3.515625,-4.6328125,-56.85522531160115,12,Invoke-Expression,489.ps1,3955.ps1,False
16,mlp,8.1484375,3.703125,-4.4453125,-54.554170661553215,12,Invoke-Expression,489.ps1,3955.ps1,False
12,attn,8.1484375,3.859375,-4.2890625,-52.63662511984659,12,Invoke-Expression,489.ps1,3955.ps1,False
4,mlp,8.1484375,3.9609375,-4.1875,-51.3902205177373,12,Invoke-Expression,489.ps1,3955.ps1,False
14,attn,8.1484375,4.046875,-4.1015625,-50.33557046979866,12,Invoke-Expression,489.ps1,3955.ps1,False
15,attn,8.1484375,4.546875,-3.6015625,-44.19942473633749,12,Invoke-Expression,489.ps1,3955.ps1,False
17,attn,8.1484375,4.59375,-3.5546875,-43.624161073825505,12,Invoke-Expression,489.ps1,3955.ps1,False
11,mlp,8.1484375,4.6875,-3.4609375,-42.47363374880153,12,Invoke-Expression,489.ps1,3955.ps1,False
8,attn,8.1484375,4.984375,-3.1640625,-38.830297219558965,12,Invoke-Expression,489.ps1,3955.ps1,False
3,attn,8.1484375,5.1015625,-3.046875,-37.392138063279,12,Invoke-Expression,489.ps1,3955.ps1,False
10,attn,8.1484375,5.1328125,-3.015625,-37.00862895493768,12,Invoke-Expression,489.ps1,3955.ps1,False
10,mlp,8.1484375,5.3359375,-2.8125,-34.51581975071908,12,Invoke-Expression,489.ps1,3955.ps1,False
4,attn,8.1484375,5.3984375,-2.75,-33.74880153403643,12,Invoke-Expression,489.ps1,3955.ps1,False
13,mlp,8.1484375,5.6953125,-2.453125,-30.105465004793864,12,Invoke-Expression,489.ps1,3955.ps1,False
24,mlp,8.1484375,5.765625,-2.3828125,-29.242569511025884,12,Invoke-Expression,489.ps1,3955.ps1,False
